,O4,C3,C2,C10,C11,C12,C13,C15,C16,C17,C18,C20,C21,C22,C23,C24,C26,C27,C28,C29,C31,C32,C33,C41,C39,O40,charge
0,13.019305827692158,12.381969790797903,10.894708808734832,10.29652866213826,8.870798271255572,7.868093646633665,6.4448718177972,5.70193589263176,4.317474622702592,4.098042839761784,3.0913307386124695,3.867089764510041,3.9425643070888916,5.235518825383443,5.855323187559034,7.218726998160413,7.913677644776619,9.275498174058649,10.078836870521817,11.44930551545427,12.191510227510758,13.54946939809711,14.445585538418793,14.31921217774106,15.445459926694529,15.495570645506522,0.0
1,12.706861430806647,12.187556795896835,10.72023118416705,10.29094364111978,8.927624568825268,7.805519397712944,6.465903461627147,5.518870531801473,4.1495663960730225,3.5834230485222904,2.4539182797441716,2.927106788499105,2.9965795669954503,4.227550499290634,4.957442844993087,6.29013109453661,7.108577890256354,8.452857089344286,9.363508019808059,10.719846477628954,11.565380456247015,12.919662718437811,13.903135576160924,13.832927358673093,15.03408777527488,15.135832561223395,0.0
2,12.65126500956173,11.919150221478297,10.439444300099849,9.710435684885924,8.27104528507322,7.336004313087886,5.893673270892951,5.2723434538187455,3.9344484601765637,3.9580010942990596,3.1724665628900683,4.172020817109487,4.450202774695239,5.790296773537491,6.495077418977779,7.868362389651078,8.601572301491153,9.966354050205272,10.785004142546228,12.155431500205038,12.902355828945545,14.255610716822375,15.146409036291912,15.071956177278167,16.18345816968717,16.268568423607604,0.0
3,13.12101439682993,12.502132797777074,11.065662026916915,10.493582921324958,9.151767270672698,8.012790708550396,6.686731895114145,5.6833588438123845,4.299474093584798,3.60686630721034,2.344614110234413,2.6273966966475757,2.53301492475109,3.7616491715666687,4.460224432889218,5.801132418747348,6.613435533863036,7.958853328245089,8.871630172183636,10.225098883885204,11.077347734219398,12.418598029395172,13.402601441164881,13.482884275170617,14.678345536879721,14.905331305776306,0.0
4,11.943978410748066,11.526264383833158,10.101746443889862,9.825080291570227,8.557099448633796,7.321591686896518,6.117773731310081,4.96784572771746,3.7073889166934215,2.762336378939271,1.7000000000000002,1.7796886743395126,2.230116221672756,3.3685179681753614,4.40871006024369,5.669632896450851,6.721041212788594,8.020766402347164,9.101235770558532,10.422983085047457,11.41880027636666,12.754009546732393,13.852721601373462,13.908032916712173,15.19419281220716,15.39604401361019,0.0
5,10.686210980195282,10.261574242072683,8.830459376132707,8.573833337243999,7.317367323399853,6.096701929936048,4.928382650267367,3.8225777901973625,2.6869712463302187,1.9961338903121988,1.7000000000000002,2.393281992463216,3.3583751025493522,4.472129234443543,5.642744420619008,6.8635103313337735,7.9876331766525075,9.26536166012626,10.388610441632782,11.696595436587208,12.724139265379497,14.052784645258797,15.170552091672326,15.236134450723618,16.527097208611732,16.724430850843703,0.0
6,11.468228460421155,10.887993137038988,9.514667980117014,9.025091429021858,7.803777361024343,6.585904916419994,5.442954419573321,4.297277783073907,3.1572277044329473,2.2881709566928157,1.7000000000000002,2.0561119334417572,2.8801993162910993,3.9396048551913503,5.079126434685443,6.280776118276934,7.392211814950392,8.655194529649798,9.772851960604665,11.067176895942076,12.095355538545016,13.400888232060197,14.512006570199135,14.755092302312272,16.031746169292624,16.374528073573703,0.0
7,9.246496931201241,8.835342927381248,7.414114773256137,7.222677243002706,6.026091973790954,4.787195274745592,3.7547150246593177,2.655346325895728,1.9445088314783077,1.7000000000000002,2.4397011579788677,3.2663772862085207,4.503064822522861,5.531382568449864,6.818524763378113,7.976573563968384,9.191070159740258,10.432828570937486,11.6207830707104,12.90462283292815,13.988989096266664,15.303955473300428,16.461891889076718,16.575589047230075,17.888227066423255,18.11346970463736,0.0
8,9.499863327880744,9.185120545457963,7.829202505434996,7.760291315903535,6.673881619116789,5.357730595286528,4.483821441668874,3.2107670035978613,2.5813757428051383,1.6999999999999997,2.3138368472202084,2.643486523225937,3.9306899280252874,4.756790225980411,6.112643952704515,7.169548133827077,8.462925901593463,9.647668337154947,10.901694781905853,12.146505369577497,13.298703628276176,14.588745376087182,15.800895689893064,15.994633754458974,17.348499883275736,17.641827512834624,0.0
9,10.078278056636558,9.49002620924014,8.140627496105521,7.671867304962776,6.512886089320486,5.279245393537418,4.264212279366398,3.107118226627173,2.2974357609585305,1.7000000000000002,2.1681711005462243,2.813866084989163,4.005406564755141,4.986538260660805,6.260835796672395,7.396953736639977,8.606224875902358,9.831490315547894,11.017115407101926,12.286178180378647,13.372903412329999,14.66502391514963,15.817565952952734,16.095711611882273,17.395672877317647,17.755708695217333,0.0
10,8.855695367332949,8.17209121060276,6.681886719891087,6.09530198929814,4.686027485354185,3.7495124266241775,2.384874180613486,2.1340614971362015,1.7,2.845671932083294,3.630760133571937,4.926675979041473,6.076101761993038,7.324571362519096,8.519439935429048,9.801414451117866,10.905073826323491,12.220599190023648,13.308833773513921,14.644506676126346,15.622408901979446,16.966925847430847,18.032929575749208,18.064577893783024,19.29819828398227,19.446391380733072,0.0
11,10.055229493801576,9.300341970641254,7.861148925103085,7.136434071104651,5.774248119858523,4.746363707965542,3.4086370234850283,2.7281476005028567,1.7000000000000002,2.2696890455358374,2.678466547323176,3.9360665043433363,4.982419749910675,6.237850766906272,7.380516645666288,8.66686111773209,9.733215360118862,11.04674064606174,12.110512466121092,13.441661715953678,14.40306595132674,15.735110684805976,16.78629250437567,16.913187268787354,18.1353526939676,18.36925741178318,0.0
