,O4,C3,C2,C10,C11,C12,C13,C15,C16,C17,C18,C20,C21,C22,C23,C24,C26,C27,C28,C29,C31,C32,C33,C41,C39,O40,charge
0,13.01046202592706,12.30405819860182,10.849742634562665,10.155034770122692,8.763478022922143,7.735586685066898,6.347704866748581,5.543222681517525,4.1772265996412505,3.86470420310396,2.8592735941408867,3.5664093638411294,3.676377730802829,4.942612390473559,5.6088608363359365,6.953708641650686,7.693713010559741,9.041866420863615,9.882457512856847,11.240468397451668,12.019312619062427,13.361518561063958,14.281476452200375,14.296747911610595,15.43510430243787,15.601487564395267,0.0
1,13.126639961723374,12.47878724453741,10.992148254846029,10.377859156818154,8.95016937700437,7.948859170514485,6.521502750697975,5.777446752791694,4.385071629641815,4.156356453355832,3.1236133963235155,3.8834387473645835,3.9245846974281338,5.216624249166878,5.81503781004822,7.180514447540476,7.860095888509383,9.22319437523487,10.01575301678404,11.387202130612636,12.120518085797846,13.478093614301482,14.36718177534022,14.244780006537487,15.365635980810957,15.419839010296972,0.0
2,12.387020180126738,11.879971894100391,10.41497320979176,10.007872753045458,8.653684065251879,7.527297374791163,6.20306033790026,5.253658617945226,3.9097617991373457,3.3633142694204397,2.3276540316466834,2.8731566484816398,3.0900095149431097,4.320517252274397,5.124007933789252,6.445012973962221,7.310269744145634,8.647007829322549,9.58830046986345,10.938968783162975,11.80926920044056,13.16106104592352,14.162320833781445,14.102855891644948,15.315382027538842,15.422864297200004,0.0
3,10.728165307858594,10.01322178365294,8.53249141260758,7.854218736784107,6.429532955852038,5.43743744184205,4.000620019200984,3.3642477748224353,2.081972171020702,2.516625149942563,2.453119049549996,3.8033026767517217,4.666414160096416,6.017179626450159,7.055301578876293,8.402315609939306,9.37931702224875,10.729261573211572,11.724189724165306,13.081798881665605,13.978466560077031,15.329888394463124,16.334071131675636,16.35373037690719,17.546294901250185,17.69718292152755,0.0
4,10.915365896488085,10.18502641358713,8.706086265704878,8.001645508615816,6.572399361068419,5.602470729212445,4.163028856903111,3.559355449646952,2.2916417206392072,2.70600364132663,2.5675236746070196,3.897031260831275,4.7069419546747975,6.063918328007629,7.070905398875298,8.423985272695122,9.376192699386634,10.729477057037336,11.705330199387763,13.065341954595567,13.944785322325744,15.296613007098715,16.28685093604127,16.29929178592699,17.480833973715754,17.62628061881018,0.0
5,10.646207378315122,9.927911509163936,8.459440936960645,7.778171999104982,6.374983118618465,5.345910977554675,3.9343777672352265,3.217758577277756,1.9188805653583938,2.2749200633895397,2.2605975802934806,3.59847450910862,4.511211961248114,5.84169041243042,6.911982540638605,8.244430353374739,9.249755183662025,10.590386456916182,11.608293072669534,12.958646927800732,13.877731262819266,15.22338026121105,16.24467262436347,16.30563735351871,17.5105511007348,17.69550485217137,0.0
6,11.857546194360713,11.121517913524142,9.637617432494894,8.911676049021631,7.465744980531184,6.552140789472594,5.10370075913616,4.556380775182455,3.274902995390541,3.524164112046947,3.02373397270769,4.214206477978411,4.7412020248897715,6.110023966350582,6.951184932591718,8.326115200319794,9.151441290614486,10.517411949689007,11.398420502877231,12.768711196214072,13.564694140505447,14.920900519974415,15.847234574662751,15.78631924297628,16.92132259286802,17.010874750145156,0.0
7,12.01665564481815,11.292559616344448,9.806201958304035,9.095810948315679,7.649035569848794,6.733433642764715,5.28532574957127,4.727874217732175,3.434909669168859,3.638583671963374,3.073553959152624,4.227796129228751,4.701424126230155,6.066882073146058,6.878096265366482,8.254266128504426,9.058482558256888,10.425359236805575,11.29154628392107,12.662910743561415,13.446598172833765,14.803784824085586,15.721598147001203,15.643073377062604,16.77290035875962,16.84919865329355,0.0
8,12.367819295013293,11.628771240426367,10.148155395173093,9.41205918100611,7.969408521213519,7.0482898322806475,5.6031361842275205,5.017408629741136,3.7025605178231467,3.8163513138366096,3.136704794596458,4.215608560614036,4.5896480027909,5.943704916958404,6.699463391387378,8.07460582557303,8.84062666892361,10.206366018771028,11.046255335008727,12.416886787364307,13.179753386728489,14.533958227408412,15.435669370975768,15.366173432256922,16.484100241440238,16.570452288080997,0.0
9,12.503898240340666,11.775213798281058,10.29223176320194,9.569648491018606,8.126025433197931,7.20009085434967,5.753947642691398,5.155666800113027,3.8284637773248393,3.903752270885348,3.17072220748572,4.214886934638328,4.539884880743851,5.889453754834647,6.617882341201847,7.993680551924188,8.74111754499492,10.10751669064613,10.934796390530428,12.306325108345554,13.059067268965947,14.4141145054218,15.30904263385606,15.225668915498863,16.339788988010017,16.416020777083165,0.0
