charge,0,1,2
-0.00021281214944405204,1.1775685722166962,3.647327081924279,1.6524491622956416
0.12533267691231048,0.48188894006355,2.456712836839008,1.2992807750376594
0.0,2.332667012721676,3.84759768488142,2.3567482721440807
0.0,3.0164518440570705,2.167241210013652,0.9156083737692728
0.0,0.4355507679586301,0.957444035379468,1.4408050751836892
0.0,0.2104539139712624,0.8111624989850057,2.753758104294806
-0.011916443733092004,3.538289228840619,0.5350372882292216,2.165818557540489
0.0,0.2094150711200524,0.2430275539383356,4.078736492484786
0.0,0.426919187731531,-0.7474385866085957,3.428429382754965
0.0,3.537250385989409,-0.0330976568174484,3.490796945730469
0.0,0.9383853292569612,2.0154704772113297,5.602503519533528
0.0,3.177558412435839,1.8457024347020248,4.376020972022753
0.0,0.2501625147579525,0.9322003229529356,5.258876610095336
0.0,3.577997829627309,0.6560751121971515,4.67093706334102
0.0,2.643096151495652,-1.0401185495758278,7.041475670756568
0.0,0.2559459134968924,0.2841787165442456,6.536716903767056
0.0,0.473450030108371,-0.7062874240026857,5.886409794037236
0.0,3.583781228366249,0.0080535057884615,5.94877735701274
0.0,0.3009472200287924,0.8661489931698156,7.778700399331046
0.0,0.518451336640271,-0.1243171473771157,7.128393289601226
-0.0051033178564245385,3.628782534898149,0.5900237824140315,7.19076085257673
0.0,3.277872098973199,3.2687992225818547,7.111710385724243
0.0,0.5755730552826801,2.501578647227228,6.681612994685709
0.0,2.4263511279408063,3.89246349526964,7.739080491792131
0.0,3.1101359592762003,2.212107020401872,6.297940593417323
0.0,2.690269614688212,-1.329164498753128,9.442632863854588
-0.001893541270929098,0.3031193766894524,-0.0048672326330543,8.937874096865077
0.0,0.520623493300931,-0.9953333731799856,8.287566987135255
-0.010023618009842717,3.630954691558809,-0.2809924433888384,8.34993455011076
0.0,2.3469995400818475,-1.074806782058793,7.186703584473306
0.0,1.0805143422872112,1.4786898579775698,10.576829119013109
0.0,3.319687425466089,1.3089218154682647,9.350346571502332
0.0,0.3922915277882024,0.3954197037191757,10.233202209574916
0.0,2.8231054427852493,-1.19118614790834,9.566686019310213
0.0,3.7201268426575593,0.1192944929633915,9.6452626628206
0.0,1.2360372210684882,-0.4057690742226919,12.468928891486376
0.0,2.486682746494897,-1.5288623776520929,9.668018105908706
-0.029250109530205588,0.3694342222421012,-0.5082135210626904,11.904661708502696
0.0,2.1120253227401395,-3.1780895269486003,10.894518608799803
0.001901714862244736,-0.6181166136219087,-1.0093786455152902,10.883437861253189
-0.004078764614309774,-0.2115326018582786,-3.565337906164607,9.289099730320023
-0.023367828316264272,0.006667518011663,-2.160405188965955,8.460207222749224
0.0,0.4167089742690613,-1.3272081279687102,13.149287922079818
0.0,2.115636397768812,-3.734775548347178,13.310419779631138
0.0,0.5217207977360383,-2.357324528223442,13.855401285827526
-0.009541127649441197,2.1593000747671,-3.99708413385462,12.139144822376924
0.0,1.7723663231624478,-3.4804178316528427,11.054490500249855
-0.014296590186011033,-0.2406147205439762,-2.5390982745714687,13.192090762692828
-0.018426818023953035,1.1835210066504094,-4.610373276863111,13.45262045649659
0.020425016841799357,0.0805534929125351,-4.630417720579963,11.676457476770548
0.0,0.0056368464041716,-3.574332472977582,13.862055122763756
0.0,-0.8172529109753237,-3.5950516518870903,12.585698610176784
0.0,0.0208287578128453,-4.810059153999226,12.943071329869898
0.0,1.303716632478668,-4.867618359509419,12.150395045535364
0.0,1.5222739148265862,-0.592176125232931,12.987646650957732
-0.07137778972985138,2.8459997355867173,-1.26022677559999,14.927647001677231
0.0,4.169088815353392,-2.429339657097168,13.965877331131718
0.0,5.045040812429332,-0.6552681746476978,12.468603531640015
0.0,5.585286472108459,1.582531203221465,11.080989126577922
0.0,3.752697400693211,-0.8036600149185467,10.713133543155536
-0.0035614298091314815,3.970897520563154,0.6012727022801053,9.884241035584736
0.0,5.985725889299929,0.3929038807165916,11.37590521789619
0.0,1.299832539089551,2.22534869851701,13.687106489635235
0.0,3.539005622268429,2.055580656007705,12.460623942124464
0.0,0.8367065785779102,1.288360080653078,12.030526551085927
0.0,2.041278444898401,0.2754913856002663,14.432483879408274
0.0,2.687484651236036,2.6792449286954896,13.08799404819235
0.0,3.101889304704149,0.8674494847708146,0.7941367554771133
0.0,1.2693002332889014,-1.5187417333691968,0.4262811720547262
-0.004242825122076942,0.1744934070262624,-0.0460526269782743,1.6769923935496962
0.0,0.3919975236377411,-1.0365187675252057,1.026685283819875
-0.00613702592461471,3.502328721895619,-0.3221778377340584,1.0890528467953795
-0.0032187406685759076,0.8680119196813612,1.3711260478856797,0.6326470847286574
