,O4,C3,C2,C10,C11,C12,C13,C15,C16,C17,C18,C20,C21,C22,C23,C24,C26,C27,C28,C29,C31,C32,C33,C41,C39,O40,charge
954,13.791120209362106,13.485981268866112,12.243104544230327,12.081908256252278,11.0450198618064,9.7148369622928,8.803009814107076,7.46706416791677,6.505299810216424,5.185857069298734,4.352027086784817,3.0724612910478437,2.5298874936549685,1.7,2.4596042673338916,2.9792981962741645,4.295118840501866,5.295912879445415,6.607928075581861,7.751843035873573,8.98360555111819,10.197986266765332,11.470698638695165,11.940048137722734,13.33687653587836,13.874397128696378,0.0
955,13.556976788209086,13.222887815360664,11.966063223455532,11.771624669707156,10.717192062386063,9.394081461820653,8.461357229962378,7.135646264419458,6.156275881772846,4.852995090686956,4.010951628181601,2.773331906016815,2.3024446991087184,1.7000000000000002,2.58817264371203,3.259652241620293,4.547864713662204,5.599223212901054,6.883755838054046,8.053553841868494,9.257587653453477,10.486562977192884,11.738474636590912,12.183027584690947,13.566011145092281,14.083367740777765,0.0
956,14.455476850646948,14.214386259672985,12.982983703292966,12.892202393088489,11.867253658742477,10.522083991153963,9.620365945945766,8.266243984794006,7.29804394106477,5.948287948277121,5.067006437754689,3.7118477155100935,2.9534893096910873,1.7,2.011649403856281,2.121775298602876,3.5153725006253476,4.4226629514117946,5.796768671964763,6.901435171986005,8.186653032398818,9.382659267700426,10.69552404316942,11.180293189944,12.60779671264218,13.162938589666874,0.0
957,14.619656780538955,14.271527124599029,12.997064172461954,12.76875743237249,11.67598792790978,10.362816238939704,9.368320075155392,8.061171183360818,6.993756974861718,5.714776786516716,4.701206320056793,3.4822796855412066,2.5841945047444987,1.7000000000000002,1.9075456058428686,2.44780732332529,3.5982057774751333,4.659817068229081,5.889117790355231,7.074957411327949,8.240608057965131,9.477583402256098,10.705365453641939,11.146858444799854,12.519020884347881,13.044839989370741,0.0
958,14.724627246613698,14.347773066270546,13.053272003297261,12.7865970397713,11.663696554143284,10.361697990945066,9.326398333698513,8.03778007687904,6.924505567398271,5.67369484044179,4.594240235093786,3.43042591115697,2.4448819459196462,1.7,1.8159943932923783,2.5076539709792716,3.566294047146684,4.688619633623385,5.86228558482912,7.081682972642773,8.200335055378671,9.456271544597241,10.651497177087197,11.056201928305095,12.409437667455224,12.90994256626386,0.0
959,14.618746482425145,14.214041351894133,12.902076142367477,12.600666960979119,11.452951455980287,10.16211973967273,9.094448855347647,7.823913388447058,6.676961000706143,5.454920486610454,4.332577754511837,3.231621191333807,2.2226490144246958,1.7,1.8938929848983044,2.7548998907958824,3.7579166473109966,4.931568222279545,6.060973071570277,7.307707747635059,8.386290239721705,9.658186837723282,10.82444464793524,11.191146785311375,12.526000410937268,12.997463691871241,0.0
960,14.312744110656782,13.915136429433266,12.615290654826916,12.32733068397472,11.199552272425429,9.903902616516293,8.864951131601893,7.584881357126795,6.474761407540681,5.239282124774204,4.18064299946982,3.060406688700859,2.191333938889525,1.7000000000000002,2.1267704550700803,2.9556460280378465,4.034144132047997,5.178230343736423,6.34374805971686,7.571705638483038,8.678050401427791,9.938991810490082,11.12299934197929,11.511827340818131,12.854869312915985,13.33883552828809,0.0
961,14.757590554636376,14.414427686317415,13.035189898327427,12.810456455540034,11.582179960478099,10.302917612212115,9.136569910727689,7.906221098649807,6.644650310311138,5.487194350253635,4.1930315460838905,3.2297688691109743,1.9638678241459346,1.7870868771216442,1.7,2.859580870263193,3.6576031876187196,4.9607948974061244,5.968232322090217,7.293675560419153,8.26800847883142,9.601686528642501,10.706119605751386,10.791501693258219,12.11113252185328,12.37649227805832,0.0
962,16.432573995557128,16.015200394398665,14.661335807397428,14.322554624790685,13.10347681853062,11.83500594001047,10.666678092060469,9.440980203225264,8.173378447500836,7.018413141333132,5.7078581723067625,4.714489684297731,3.3590993526916235,2.76024357965818,1.6999999999999997,2.2137811889958057,2.402940585954706,3.6493175380020064,4.481821168599449,5.805351177355265,6.7040691778572885,8.022279979069467,9.08560064819816,9.33581935293676,10.629411197006526,11.0437060464825,0.0
963,16.065672561363964,15.811784699046473,14.479807326830683,14.351993706788521,13.182200315987952,11.874372418612605,10.781003217566177,9.506718316902319,8.31683575064798,7.0890688783209646,5.882044241583497,4.7551199388410454,3.5091254680332002,2.6295663517682213,1.7000000000000004,1.8319693169894398,2.3318232990164067,3.4393319084725147,4.471773249739663,5.7216982088018975,6.767642732884958,8.061240193710134,9.231941069648741,9.380252751667703,10.759793903306276,11.096356515645484,0.0
964,14.865906948263572,14.458989390229167,13.062803649358221,12.754122487955222,11.493847119851198,10.233270746133556,9.019884574378391,7.816123451741163,6.501115690238957,5.386102910096874,4.009772621294812,3.13884523173851,1.7564947207787096,1.8440779774369769,1.6999999999999997,3.0130748726894785,3.7185935028640342,5.0784789750748125,6.021663224932714,7.379359482120315,8.297769018993728,9.646420851945983,10.70823743507709,10.79401367627941,12.08167243749067,12.347656932235125,0.0
965,14.833653015643456,14.447676097921955,13.054875773188556,12.77381331089175,11.521226783999158,10.255320420973522,9.053799499358995,7.843093115311607,6.5416317249896805,5.415558980662201,4.0604955489562355,3.165392322135886,1.8145243399903532,1.8315100374663165,1.7,2.974292611124036,3.7023070916379304,5.048127068990042,6.007438294765533,7.357275245910996,8.289830476751959,9.635493713265507,10.70857216311025,10.786499457236497,12.083407231417217,12.343366139363884,0.0
966,14.940248221986057,14.492093292422213,13.113443882199855,12.750405661081517,11.506730971553779,10.247932485919963,9.052089099596575,7.8424760821574555,6.548095107620433,5.422704577692251,4.077414662896449,3.1798521464345852,1.8422186815723967,1.8387251947921075,1.7,2.9574362090534594,3.6820070315499565,5.019746886137564,5.977590518991944,7.320890700927483,8.253893955154174,9.587032043776706,10.6549859951631,10.840019227271135,12.122885320357293,12.46409718236116,0.0
967,14.899342440604508,14.4546871979557,13.089711607141876,12.73198874934217,11.507171446621463,10.2421383795315,9.07095799325718,7.848613553712955,6.582280525193156,5.436129017518152,4.132858656002344,3.1897439420882217,1.9097355111708796,1.7885045089393068,1.6999999999999997,2.8882855797462703,3.6659219371588607,4.9748418154538365,5.966533912509793,7.292130103938883,8.253969438945143,9.57495917391211,10.662136633337207,10.892028872938832,12.18456988377973,12.558768148470739,0.0
