0,1,2
2.2778843628625407,3.6587778921595504,3.0065183336038004
3.0972919830451824,3.176174402375101,1.4709762685311096
1.474478685537144,3.717177742081514,1.5390406362877465
0.3453593531687831,2.3235811067716696,1.5275224977802486
2.0364294289016476,2.727466534210931,3.8133035542141194
2.0601172810480546,2.909179542023576,3.741105411917917
2.162690105387019,3.056676637242867,3.650668372858203
2.2224322900220264,3.219848989960143,3.529347578810545
1.4306974628651716,2.391700720014488,3.8223892310436014
2.2778843628625407,3.6587778921595504,3.0065183336038004
1.9397397364139923,3.728777686939457,2.962977795447778
1.7440240325677723,3.720502112091995,2.963759704666329
2.2778843628625407,3.6587778921595504,3.0065183336038004
2.2778843628625407,3.6587778921595504,3.0065183336038004
2.429710291129779,3.7603119840380343,2.6577639054336966
2.9479222408923405,3.508836045915645,1.8649455418057348
2.2778843628625407,3.6587778921595504,3.0065183336038004
2.10161399667332,3.8245363652840454,2.6943266782757225
2.19471747006457,3.863501479824565,2.467685258750973
1.9150207936239927,3.8808357703845697,2.5146716210220137
1.9633568864520916,3.907685197515943,2.273392545410073
1.8199394825437207,3.9049042278217785,2.091222835176156
1.681120914499842,3.869003865161214,1.8997323394859613
0.9443187939650515,3.55173574667102,1.7846981998099007
0.35276755133463,1.5142063415544083,2.250043105208535
0.3030556975328591,1.6583919802312246,2.0382937317614456
0.29081339472237566,1.8120958615256813,1.8351125869015206
3.5093303807199376,1.6772606272719726,2.041144038208863
3.4376940688648467,1.5687536785982692,1.8492280423353087
3.0972919830451824,3.176174402375101,1.4709762685311096
3.0972919830451824,3.176174402375101,1.4709762685311096
3.1452697322120464,2.8329996164020144,1.2202127135196235
3.2354411495205824,2.604280647370371,1.2200550801613732
3.2828201803234136,2.3603636294393064,1.2179399824267207
3.281522760592129,2.092184694510205,1.2117914321949272
3.262946327138269,1.8147421461614752,1.2593533593980464
3.0972919830451824,3.176174402375101,1.4709762685311096
2.956336673884218,3.081612319368415,1.1888624684140483
1.474478685537144,3.717177742081514,1.5390406362877465
1.195343296460094,3.5966534338908724,1.5155184445147274
0.8171913865849623,3.165621075249823,1.3055973295201373
0.6791755189244573,2.96359389490046,1.2909323979536929
0.551896569035327,2.703758822656823,1.2930191890676568
0.3453593531687831,2.3235811067716696,1.5275224977802486
0.34405676376023164,2.0159572968426844,1.5494953359507888
0.4204953707129133,1.853791143695872,1.4474091247900454
0.5311706080750824,1.799496759077605,1.2830467271979824
0.5945294128337588,1.5857086381238097,1.311640410769336
0.3453593531687831,2.3235811067716696,1.5275224977802486
0.5005104415596857,2.2700893099553827,1.2402812608400358
0.5827092275960801,2.0792162238326917,1.1363555089173052
0.7353242128066828,2.1251150435344104,0.9666533764036092
3.0388424706307395,1.423017525932977,1.2096206164473753
2.8839804632029824,1.4544268986041369,1.0349230024614207
2.7382297046331736,1.5319825443327164,0.883340813420691
1.9524022151476481,3.54129603652859,3.2558733897312955
1.9591658957010638,3.379643700383803,3.432109041894733
1.881628832440183,3.211954691834058,3.5728303201189204
1.8057424490580278,3.0266229693362217,3.687427092426246
1.6904795223949394,2.857039014117334,3.757165629437667
1.60225042905698,2.6545920235429654,3.812538482066854
2.3781459032716525,2.5760703486939986,3.79008518959564
0.6719378451119051,1.59714913503062,3.1987660087025196
0.9589230008186503,1.732398750167484,3.529982520121786
1.1072965487231516,1.9126514557717493,3.6719349902155303
2.9386826556943753,1.5534398999684151,3.3764460985831573
2.889295243092583,1.7720226191484079,3.5126841154377964
2.69667512702516,1.8316140098882188,3.6541552640796424
2.5566847293876886,1.985287461821169,3.7523839362309213
1.2857339617161982,3.733238101608542,1.7634286431685293
1.1301262097863463,3.7021562465304263,1.9396127439009005
1.4417972359189448,3.8261823363170757,1.941320767278958
1.2738844061200965,3.7895676403705174,2.222684411949533
1.5204404557086346,3.866794501382249,2.193707736573534
1.6681035506635231,3.8814159411993687,2.4055597488857527
1.4655716120553113,3.8173615057525576,2.5405107972292114
1.6798454762686341,3.812703364561248,2.7216841565656016
1.753460985665516,3.7666501208923733,1.531772339641368
1.9873757886235548,3.732713457716789,1.4474787180501254
2.4185462175230916,3.640362529965534,1.4383183636517713
2.7907441980510272,3.443792688214259,1.4375713126661336
1.8768313958376002,3.853848078824207,1.7654135356157599
2.0990490488559885,3.8047173304040465,1.642970337617935
2.3591467464803975,3.7523397785673156,1.6478772074830172
2.59986887717489,3.6583562167570056,1.6448202852357356
2.8220060956758863,3.53716317793384,1.6657042048282822
2.225444197994766,3.8433630524470477,1.853989004808909
2.1211048302495574,3.8912302112919814,2.0686231658828875
2.4246762378374758,3.814745792748986,1.9903232262518602
2.6780309566061797,3.695282008194776,1.9092695314995747
2.5775276964693132,3.770675343674627,2.1824914657805357
2.3593114337596353,3.8449357570353864,2.2986827104095244
0.2500592569486857,2.0895691319905305,1.8203450718910954
0.2339028282288902,1.8945909777566403,2.129600615035224
0.2732773681978591,1.7593669413969624,2.3756034955380345
0.35964593773516484,1.5865173574026068,2.5447658603857795
0.41210575155529217,2.645615875883221,1.507835477315649
0.5061684910911612,2.8907236403515,1.5091662399350976
0.6139681804747319,3.117017113081238,1.5615921446671088
0.7672677992982488,3.309763943354055,1.5734494211883616
0.9575394263535595,3.472653745342947,1.5645290342159397
0.30371201598462894,2.595965822393005,1.7703599426014445
0.510266029886127,1.4561234273413755,1.5814795182290302
0.38575945425327274,1.6671320741249909,1.657801944618308
3.4549604705597288,1.5199280754323787,2.2646508225107542
3.395009826979141,1.4719558093293421,2.54320373718964
3.315564089794652,1.5162960601868027,2.841646155819132
3.2992677764353706,1.6381998801449793,1.4166486121078572
3.3994991960956105,1.97709667406334,1.4275902013465838
3.4155462195175774,2.265144159416183,1.425566037152376
3.390913073535722,2.5436898813545494,1.4479770167375405
3.309158386083496,2.8050541193388883,1.451924864498559
3.3681197915320906,1.5646382521448516,1.628379519298249
3.464608045520499,1.8600170706387797,1.6264960733365157
3.5063033307868254,2.182577659126908,1.6352875130511433
3.4927243831748305,2.4925564944023075,1.6676769796357722
3.5339271071612965,1.87145450211036,1.8606284875809413
3.5674536642657633,2.1238363014753694,1.8652564456488063
2.913078918118198,1.7406614051199023,0.9153068379912364
3.104674313153982,1.6462790683806157,1.1375651309256485
2.9599225884610805,2.0028298351150804,0.8842521735784503
3.125426510391264,1.917673051632152,1.0549715016932528
3.138872447697448,2.240934804859885,1.0326092613295739
3.0802001433701043,2.5172492150006542,1.012066334524416
0.610072917140059,2.4635554816299434,1.1248460146457384
1.021219934245087,1.5323454726491956,0.9136855362214493
1.002162624396619,1.79195208525585,0.8196366350125868
0.8232723484964273,1.5156100927195681,1.0850130821220294
0.8193718696866394,1.835811338004314,0.9440794653860576
0.6752464306697665,1.7866001538372753,1.1023833696665788
2.530680072560612,1.4692844787833568,0.8041571603674156
0.622631151282188,1.5467566690454486,3.1589468671721583
0.2990211810638632,0.82431230531213,1.6690467979262784
3.1609508447649786,1.4287285340927232,3.161553868972993
3.262909963572717,1.1690043055037895,3.1789875469216344
0.622631151282188,1.5467566690454486,3.1589468671721583
